01/14/2015,17,104.52,22,13,18930
01/14/2015,18,103.24,22,14,19803
01/14/2015,19,108.26,21,14,19682
01/14/2015,20,93.47,21,15,19213
01/14/2015,21,84.67,21,15,18524
01/14/2015,22,83.37,21,15,17344
01/14/2015,23,82,21,15,15887
01/14/2015,24,80.39,21,15,14612
01/15/2015,1,76.34,20,15,13803
01/15/2015,2,73.76,20,14,13386
01/15/2015,3,70.7,19,14,13202
01/15/2015,4,73.23,19,14,13205
01/15/2015,5,76.14,19,14,13536
01/15/2015,6,81.12,19,14,14640
01/15/2015,7,93.36,19,14,16591
01/15/2015,8,109.99,19,14,17632
01/15/2015,9,89.55,20,14,17701
01/15/2015,10,104.83,21,15,17707
01/15/2015,11,88.55,22,16,17714
01/15/2015,12,88.39,24,17,17615
01/15/2015,13,78.39,26,18,17413
01/15/2015,14,74.87,26,19,17286
01/15/2015,15,73.8,27,20,17137
01/15/2015,16,76.27,28,20,17174
01/15/2015,17,95.97,28,19,17909
01/15/2015,18,91.19,27,20,19000
01/15/2015,19,96.63,27,18,18942
01/15/2015,20,99.06,26,17,18513
01/15/2015,21,81.54,25,16,17895
01/15/2015,22,71.5,23,15,16845
01/15/2015,23,62.11,23,14,15468
01/15/2015,24,73.26,22,13,14276
01/16/2015,1,78.56,22,13,13506
01/16/2015,2,71.75,22,13,13164
01/16/2015,3,66.23,20,13,12967
01/16/2015,4,65.59,21,13,12969
01/16/2015,5,70.79,21,13,13316
01/16/2015,6,50.86,20,13,14361
01/16/2015,7,93.33,22,13,16251
01/16/2015,8,103.1,23,14,17227
01/16/2015,9,107.39,24,15,17363
01/16/2015,10,100.17,27,16,17201
01/16/2015,11,95.22,31,18,16969
01/16/2015,12,83.36,34,19,16725
01/16/2015,13,83.27,35,18,16603
01/16/2015,14,82.31,34,19,16636
01/16/2015,15,78.77,33,16,16574
01/16/2015,16,75.73,30,12,16676
01/16/2015,17,82.8,28,7,17469
01/16/2015,18,80.13,25,3,18650
01/16/2015,19,79.19,23,0,18606
01/16/2015,20,87.59,20,-1,18219
01/16/2015,21,75.71,19,-2,17740
01/16/2015,22,49.08,17,-3,16981
01/16/2015,23,69.63,15,-4,15968
01/16/2015,24,23.16,14,-5,14915
01/17/2015,1,50.76,12,-5,14177
01/17/2015,2,55.54,11,-6,13768
01/17/2015,3,53.68,11,-6,13600
01/17/2015,4,48.97,10,-7,13563
01/17/2015,5,48.46,9,-7,13722
01/17/2015,6,49.54,8,-8,14237
01/17/2015,7,46.49,7,-8,15068
01/17/2015,8,52.98,6,-9,15914
01/17/2015,9,61.04,7,-8,16726
01/17/2015,10,62.8,8,-9,17093
01/17/2015,11,64.52,12,-9,17123
01/17/2015,12,58.46,14,-8,16893
01/17/2015,13,51.98,17,-8,16538
01/17/2015,14,33.7,20,-8,16140
